,station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
31,3910,Greene Ave & Grandview Ave,5106.04,40.709697,-73.907856,71,"CREDITCARD, KEY",17,False,11,0,6,0,False,False,False,False,2022-02-05 18:00:09+00:00
32,4516,Sedgwick Ave & W Burnside Ave,8465.01,40.854947,-73.916661,71,"CREDITCARD, KEY",17,False,11,0,6,0,False,False,False,False,2022-02-05 09:20:35+00:00
33,3852,Stewart Ave & Johnson Ave,5123.07,40.70869,-73.92587,71,"CREDITCARD, KEY",17,False,8,0,9,0,False,False,False,False,2022-02-05 22:25:45+00:00
34,3923,Lincoln Ave & E 134 St,7712.06,40.808484,-73.928803,71,"CREDITCARD, KEY",17,False,8,0,9,0,False,False,False,False,2022-02-05 20:19:36+00:00
35,3873,Madison St & Cypress Ave,4807.02,40.70068,-73.90742,71,"CREDITCARD, KEY",17,False,7,0,10,0,False,False,False,False,2022-02-05 23:57:10+00:00
36,3897,Onderdonk Ave & Dekalb Ave,5115.01,40.70863,-73.91497,71,"CREDITCARD, KEY",17,False,3,0,14,0,False,False,False,False,2022-02-05 22:53:52+00:00
37,3901,Stanhope St & Fairview Ave,5146.03,40.70998,-73.91116,71,"CREDITCARD, KEY",17,False,2,1,14,0,False,False,False,False,2022-02-05 22:58:03+00:00
38,3903,Jefferson Ave & Evergreen Ave,4517.03,40.68989,-73.91458,71,"CREDITCARD, KEY",17,False,2,0,15,0,False,False,False,False,2022-02-05 23:46:19+00:00
39,3907,Central Ave & Melrose St,4832.07,40.70112,-73.93039,71,"CREDITCARD, KEY",17,False,1,0,16,0,False,False,False,False,2022-02-05 22:16:21+00:00
40,3191,Union St,JC051,40.7182113,-74.0836394,70,"CREDITCARD, KEY",18,False,17,0,1,0,False,False,False,False,2022-02-05 23:47:36+00:00
41,3899,Manhattan Av & Leonard St,5442.09,40.72084,-73.94844,71,"CREDITCARD, KEY",18,False,16,0,2,0,False,False,False,False,2022-02-05 23:55:32+00:00
42,4531,Clinton St & 7 St,HB303,40.74542,-74.03332,311,"CREDITCARD, KEY",18,False,16,0,2,0,False,False,False,False,2022-02-04 18:15:28+00:00
43,4673,Marshall St & 2 St,HB408,40.740802,-74.042521,311,"CREDITCARD, KEY",18,False,16,0,2,0,False,False,False,False,2022-02-05 22:44:42+00:00
44,3094,Graham Ave & Withers St,5403.04,40.7169811,-73.94485918,71,"CREDITCARD, KEY",18,False,15,0,3,0,False,False,False,False,2022-02-05 23:35:10+00:00
45,3196,Riverview Park,JC057,40.7443187,-74.0439909,70,"CREDITCARD, KEY",18,False,15,0,3,0,False,False,False,False,2022-02-05 23:10:07+00:00
46,3863,Central Ave & Woodbine St,4632.10,40.69296,-73.91605,71,"CREDITCARD, KEY",18,False,14,0,4,0,False,False,False,False,2022-02-05 23:36:23+00:00
47,4209,University Ave & W 168 St,8183.02,40.838706,-73.927034,71,"CREDITCARD, KEY",18,False,14,0,4,0,False,False,False,False,2022-02-05 08:40:08+00:00
48,4633,Grant Ave & MLK Dr,JC107,40.70919832245443,-74.08084273338318,70,"CREDITCARD, KEY",18,False,14,0,4,0,False,False,False,False,2022-02-05 19:26:07+00:00
49,3694,Jackson Square,JC063,40.71113,-74.0789,70,"CREDITCARD, KEY",18,False,12,1,5,0,False,False,False,False,2022-02-05 19:07:47+00:00
50,3193,Lincoln Park,JC053,40.7246050998869,-74.07840594649315,70,"CREDITCARD, KEY",18,False,12,0,6,0,False,False,False,False,2022-02-05 22:25:04+00:00
51,3201,Dey St,JC065,40.737711,-74.066921,70,"CREDITCARD, KEY",18,False,12,0,6,0,False,False,False,False,2022-02-05 20:17:19+00:00
52,3220,5 Corners Library,JC018,40.73496102000952,-74.0595030784607,70,"CREDITCARD, KEY",18,False,12,0,6,0,False,False,False,False,2022-02-05 23:10:40+00:00
53,3273,Manila & 1st,JC082,40.72165072487999,-74.04288411140442,70,"CREDITCARD, KEY",18,False,12,0,6,0,False,False,False,False,2022-02-05 23:58:23+00:00
54,3198,Heights Elevator,JC059,40.74871594538023,-74.04044330120087,70,"CREDITCARD, KEY",18,False,11,0,7,0,False,False,False,False,2022-02-05 23:13:50+00:00
55,3210,Pershing Field,JC024,40.742677141,-74.051788633,70,"CREDITCARD, KEY",18,False,11,0,7,0,False,False,False,False,2022-02-05 23:47:10+00:00
56,3947,E 138 St & Willow Ave,7654.04,40.804168,-73.911545,71,"CREDITCARD, KEY",18,False,11,0,7,0,False,False,False,False,2022-02-05 20:11:48+00:00
57,3255,8 Ave & W 31 St,6450.05,40.7505853470215,-73.9946848154068,71,"CREDITCARD, KEY",18,False,10,0,8,0,False,False,False,False,2022-02-05 23:55:30+00:00
58,3677,Glenwood Ave,JC094,40.72755146730012,-74.07106071710587,70,"CREDITCARD, KEY",18,False,10,0,8,0,False,False,False,False,2022-02-05 19:50:23+00:00
59,3928,Adam Clayton Powell Blvd & W 132 St,7814.01,40.813539,-73.94521,71,"CREDITCARD, KEY",18,False,10,0,8,0,False,False,False,False,2022-02-05 23:39:03+00:00
60,4112,Wards Meadow Comfort Station,7327.01,40.78294,-73.93077,71,"CREDITCARD, KEY",18,False,10,0,8,0,False,False,False,False,2022-02-05 22:37:34+00:00
61,4546,Adams St & 11 St,HB507,40.750915534784994,-74.03354063630104,311,"CREDITCARD, KEY",18,False,10,0,8,0,False,False,False,False,2022-02-05 16:01:37+00:00
62,3202,Newport PATH,JC066,40.7272235,-74.0337589,70,"CREDITCARD, KEY",18,False,9,0,9,0,False,False,False,False,2022-02-05 23:30:38+00:00
63,4041,Adam Clayton Powell Blvd & W 151 St,8009.05,40.825289,-73.936232,71,"CREDITCARD, KEY",18,False,9,0,9,0,False,False,False,False,2022-02-05 20:40:37+00:00
64,4533,6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,311,"CREDITCARD, KEY",18,False,9,0,9,0,False,False,False,False,2022-02-05 23:58:06+00:00
65,4587,Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,311,"CREDITCARD, KEY",18,False,9,0,9,0,False,False,False,False,2022-02-05 21:56:39+00:00
66,3059,Pulaski St & Marcus Garvey Blvd,4656.03,40.6933982,-73.939877,71,"CREDITCARD, KEY",18,False,2,6,10,0,False,False,False,False,2022-02-05 22:51:58+00:00
67,3279,Dixon Mills,JC076,40.721630142638354,-74.04996782541275,70,"CREDITCARD, KEY",18,False,8,0,10,0,False,False,False,False,2022-02-05 22:35:46+00:00
68,4532,4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,311,"CREDITCARD, KEY",18,False,7,0,11,0,False,False,False,False,2022-02-05 23:42:08+00:00
69,3678,Fairmount Ave,JC093,40.72572613742557,-74.07195925712585,70,"CREDITCARD, KEY",18,False,6,0,12,0,False,False,False,False,2022-02-05 23:48:27+00:00
70,3681,Grand St,JC102,40.71517767732029,-74.03768330812454,70,"CREDITCARD, KEY",18,False,6,0,12,0,False,False,False,False,2022-02-05 23:28:54+00:00
71,3826,Moffat St & Bushwick,4357.01,40.68458,-73.90925,71,"CREDITCARD, KEY",18,False,5,0,13,0,False,False,False,False,2022-02-05 20:06:39+00:00
72,3833,Madison St & Evergreen Ave,4560.01,40.69122,-73.91693,71,"CREDITCARD, KEY",18,False,5,0,13,0,False,False,False,False,2022-02-05 18:47:28+00:00
73,3057,Kosciuszko St & Tompkins Ave,4553.04,40.69128258,-73.9452416,71,"CREDITCARD, KEY",18,False,3,1,14,0,False,False,False,False,2022-02-05 23:45:15+00:00
74,3638,Washington St,JC098,40.7242941,-74.0354826,70,"CREDITCARD, KEY",18,False,3,1,14,0,False,False,False,False,2022-02-05 23:35:43+00:00
75,3862,Linden St & Knickerbocker Ave,4743.04,40.69714,-73.91566,71,"CREDITCARD, KEY",18,False,4,0,14,0,False,False,False,False,2022-02-05 23:37:35+00:00
76,4535,9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,311,"CREDITCARD, KEY",18,False,4,0,14,0,False,False,False,False,2022-02-05 22:05:27+00:00
77,3049,Cambridge Pl & Gates Ave,4377.04,40.68488,-73.96304,71,"CREDITCARD, KEY",18,False,3,0,15,0,False,False,False,False,2022-02-05 23:24:29+00:00
78,3595,35 St & Broadway,6750.16,40.760339,-73.9222427,71,"CREDITCARD, KEY",18,False,3,0,15,0,False,False,False,False,2022-02-05 23:55:21+00:00
79,4513,Tiebout Ave & E 184 St,8510.02,40.858498,-73.89637,71,"CREDITCARD, KEY",18,False,3,0,15,0,False,False,False,False,2022-02-05 09:40:47+00:00
80,4559,Jerome Ave & W 193 St,8619.02,40.86659,-73.89794,71,"CREDITCARD, KEY",18,False,3,0,15,0,False,False,False,False,2022-02-05 16:40:34+00:00
81,3978,Cauldwell Ave & E 161 St,7952.02,40.82188,-73.907521,71,"CREDITCARD, KEY",18,False,2,0,16,0,False,False,False,False,2022-02-05 17:55:57+00:00
82,3412,Pacific St & Nevins St,4362.04,40.6853761,-73.98302136,71,"CREDITCARD, KEY",18,False,1,0,17,0,False,False,False,False,2022-02-05 23:33:21+00:00
83,3817,Withers St & Kingsland Ave,5362.08,40.71773,-73.94051,71,"CREDITCARD, KEY",18,False,1,0,17,0,False,False,False,False,2022-02-05 22:58:45+00:00
84,3640,Journal Square,JC103,40.73367,-74.0625,70,"CREDITCARD, KEY",18,False,0,0,18,0,False,False,False,False,2022-02-05 20:30:40+00:00
85,3759,Irving Ave & Jefferson St,5051.02,40.70538,-73.92535,71,"CREDITCARD, KEY",19,False,18,1,0,0,False,False,False,False,2022-02-05 19:18:30+00:00
86,3938,E 133 St & Cypress Pl,7642.04,40.80262,-73.9174,71,"CREDITCARD, KEY",19,False,19,0,0,0,False,False,False,False,2022-02-05 19:21:52+00:00
87,4131,Goble Pl & Macombs Rd,8269.01,40.844075,-73.917256,71,"CREDITCARD, KEY",19,False,19,0,0,0,False,False,False,False,2022-02-05 21:31:54+00:00
88,4160,Washington Ave & E 174 St,8277.03,40.843079,-73.900216,71,"CREDITCARD, KEY",19,False,19,0,0,0,False,False,False,False,2022-02-05 17:46:33+00:00
89,4293,Ditmars Blvd & 76 St,6927.03,40.768442,-73.893531,71,"CREDITCARD, KEY",19,False,18,1,0,0,False,False,False,False,2022-02-05 09:00:20+00:00
90,4371,30 St & 4 Ave,3564.04,40.657743,-74.001141,71,"CREDITCARD, KEY",19,False,19,0,0,0,False,False,False,False,2022-02-05 09:00:21+00:00
91,4381,42 St & 1 Ave,3428.02,40.654798,-74.014372,71,"CREDITCARD, KEY",19,False,19,0,0,0,False,False,False,False,2022-02-05 09:20:33+00:00
92,4388,44 St & 2 Ave,3356.05,40.652502,-74.013587,71,"CREDITCARD, KEY",19,False,18,1,0,0,False,False,False,False,2022-02-05 20:20:58+00:00
93,3393,Richards St & Delavan St,4202.04,40.6794327,-74.00785041,71,"CREDITCARD, KEY",19,False,18,0,1,0,False,False,False,False,2022-02-05 23:03:21+00:00
94,3601,Sterling St & Bedford Ave,3665.06,40.6627059,-73.9569115,71,"CREDITCARD, KEY",19,False,17,1,1,0,False,False,False,False,2022-02-05 23:48:48+00:00
95,3834,Irving Ave & Halsey St,4695.04,40.69467,-73.90663,71,"CREDITCARD, KEY",19,False,18,0,1,0,False,False,False,False,2022-02-05 23:24:04+00:00
96,4162,Southern Blvd & E 172 St,8129.02,40.834124,-73.88955,71,"CREDITCARD, KEY",19,False,18,0,1,0,False,False,False,False,2022-02-05 18:09:12+00:00
97,4286,58 St & 32 Ave,6579.03,40.75574,-73.903427,71,"CREDITCARD, KEY",19,False,18,0,1,0,False,False,False,False,2022-02-05 19:15:38+00:00
98,4325,21 Ave & 80 St,7060.02,40.770888,-73.889914,71,"CREDITCARD, KEY",19,False,18,0,1,0,False,False,False,False,2022-02-05 20:55:48+00:00
99,3392,Commerce St & Van Brunt St,4243.01,40.6812117,-74.00860912,71,"CREDITCARD, KEY",19,False,16,1,2,0,False,False,False,False,2022-02-05 23:09:24+00:00
100,3515,24 Ave & 26 St,7152.10,40.774591,-73.918544,71,"CREDITCARD, KEY",19,False,17,0,2,0,False,False,False,False,2022-02-05 21:39:53+00:00
101,3564,21 St & 36 Ave,6729.02,40.7601853,-73.9362726,71,"CREDITCARD, KEY",19,False,17,0,2,0,False,False,False,False,2022-02-05 21:39:04+00:00
102,3961,Morris Ave & E 153 St,7901.04,40.820036,-73.921411,71,"CREDITCARD, KEY",19,False,17,0,2,0,False,False,False,False,2022-02-05 23:41:58+00:00
103,4208,Walton Ave & E 153 St,7945.07,40.822351,-73.926907,71,"CREDITCARD, KEY",19,False,17,0,2,0,False,False,False,False,2022-02-05 21:30:50+00:00
104,4267,Bulova Ave & Brooklyn Queens Expressway W,6766.03,40.762507,-73.902534,71,"CREDITCARD, KEY",19,False,17,0,2,0,False,False,False,False,2022-02-05 19:13:18+00:00
105,4448,9 Ave & W 219 St,8696.05,40.871094,-73.911503,71,"CREDITCARD, KEY",19,False,17,0,2,0,False,False,False,False,2022-02-05 20:02:39+00:00
106,4458,Dyckman St & 10 Ave,8507.02,40.85890447538412,-73.9230939745903,71,"CREDITCARD, KEY",19,False,17,0,2,0,False,False,False,False,2022-02-05 21:59:04+00:00
107,3395,Henry St & W 9 St,4086.06,40.6763744,-74.00324957,71,"CREDITCARD, KEY",19,False,16,0,3,0,False,False,False,False,2022-02-05 17:18:37+00:00
108,3936,W 133 St & 12 Ave,7925.04,40.820003,-73.959089,71,"CREDITCARD, KEY",19,False,16,0,3,0,False,False,False,False,2022-02-05 19:44:18+00:00
109,4101,E 153 St & E 157 St,8025.01,40.826677,-73.929327,71,"CREDITCARD, KEY",19,False,16,0,3,0,False,False,False,False,2022-02-05 08:40:05+00:00
110,4311,8 St & Astoria Blvd,7068.07,40.7725996921817,-73.93266275525093,71,"CREDITCARD, KEY",19,False,16,0,3,0,False,False,False,False,2022-02-05 21:49:49+00:00
111,4473,Broadway & W 220 St,8715.01,40.872412,-73.912807,71,"CREDITCARD, KEY",19,False,16,0,3,0,False,False,False,False,2022-02-05 09:20:34+00:00
112,4525,Grand St & 14 St,HB506,40.75409,-74.0316,311,"CREDITCARD, KEY",19,False,16,0,3,0,False,False,False,False,2022-02-05 23:30:24+00:00
113,373,Willoughby Ave & Walworth St,4634.02,40.69331716,-73.95381995,71,"CREDITCARD, KEY",19,False,12,3,4,0,False,False,False,False,2022-02-05 23:10:32+00:00
114,3066,Tompkins Ave & Hopkins St,4850.04,40.69957608,-73.94708417,71,"CREDITCARD, KEY",19,False,15,0,4,0,False,False,False,False,2022-02-05 23:56:51+00:00
115,3596,Sullivan Pl & Bedford Ave,3736.04,40.6642406,-73.9574686,71,"CREDITCARD, KEY",19,False,14,1,4,0,False,False,False,False,2022-02-05 21:03:59+00:00
116,3970,Melrose Ave & E 154 St,7918.12,40.819609,-73.916071,71,"CREDITCARD, KEY",19,False,15,0,4,0,False,False,False,False,2022-02-05 20:54:28+00:00
117,4032,E 155 St & Courtlandt Ave,7940.02,40.82057,-73.917579,71,"CREDITCARD, KEY",19,False,15,0,4,0,False,False,False,False,2022-02-05 21:33:34+00:00
118,4092,Jerome Ave & Anderson Ave,8061.01,40.830179,-73.928747,71,"CREDITCARD, KEY",19,False,15,0,4,0,False,False,False,False,2022-02-05 08:40:05+00:00
119,4372,34 St & 5 Ave,3451.01,40.654098,-74.001131,71,"CREDITCARD, KEY",19,False,15,0,4,0,False,False,False,False,2022-02-05 09:00:21+00:00
120,376,John St & William St,5065.04,40.70862144,-74.00722156,71,"CREDITCARD, KEY",19,False,13,1,5,0,False,False,False,False,2022-02-05 23:56:30+00:00
121,421,Clermont Ave & Park Ave,4692.01,40.69573398,-73.97129668,71,"CREDITCARD, KEY",19,False,13,1,5,0,False,False,False,False,2022-02-05 22:55:06+00:00
122,3330,Henry St & Bay St,3972.08,40.6725058,-74.00494695,71,"CREDITCARD, KEY",19,False,14,0,5,0,False,False,False,False,2022-02-05 22:14:06+00:00
123,3976,E 156 & Brook Ave,7896.11,40.819823,-73.912411,71,"CREDITCARD, KEY",19,False,14,0,5,0,False,False,False,False,2022-02-05 23:40:58+00:00
124,4127,Ogden Ave & Merriam Ave,8218.04,40.839142,-73.925961,71,"CREDITCARD, KEY",19,False,14,0,5,0,False,False,False,False,2022-02-05 08:40:05+00:00
125,4353,Prospect Ave & Vanderbilt St,3426.02,40.653368,-73.976291,71,"CREDITCARD, KEY",19,False,12,2,5,0,False,False,False,False,2022-02-05 20:43:23+00:00
126,4457,Broadway & Ellwood St,8547.04,40.862058,-73.929719,71,"CREDITCARD, KEY",19,False,13,1,5,0,False,False,False,False,2022-02-05 19:17:18+00:00
127,3046,Marcus Garvey Blvd & Macon St,4278.03,40.682601,-73.938037,71,"CREDITCARD, KEY",19,False,13,0,6,0,False,False,False,False,2022-02-05 23:59:32+00:00
128,3071,Boerum St & Broadway,5004.02,40.70538077,-73.94976519,71,"CREDITCARD, KEY",19,False,13,0,6,0,False,False,False,False,2022-02-05 23:51:08+00:00
129,3704,47 Ave & Skillman Ave,6237.01,40.7437524099784,-73.94176483154297,71,"CREDITCARD, KEY",19,False,13,0,6,0,False,False,False,False,2022-02-05 06:58:51+00:00
130,3755,DeKalb Ave & Franklin Ave,4528.01,40.69064807082943,-73.95746178925037,71,"CREDITCARD, KEY",19,False,11,2,6,0,False,False,False,False,2022-02-05 23:33:30+00:00
131,3758,George St & Wilson Ave,4906.07,40.702997,-73.92997,71,"CREDITCARD, KEY",19,False,13,0,6,0,False,False,False,False,2022-02-05 22:57:57+00:00
132,3922,Alexander Ave & E 134 St,7712.04,40.807466,-73.927107,71,"CREDITCARD, KEY",19,False,12,1,6,0,False,False,False,False,2022-02-05 23:41:34+00:00
133,3951,E 141 St & St Ann's Ave,7722.06,40.808633,-73.916124,71,"CREDITCARD, KEY",19,False,13,0,6,0,False,False,False,False,2022-02-05 20:27:00+00:00
134,3969,St Ann's Ave & Westchester Ave,7835.10,40.815887,-73.911918,71,"CREDITCARD, KEY",19,False,13,0,6,0,False,False,False,False,2022-02-05 22:15:48+00:00
135,3988,E 128 St & 3 Ave,7696.07,40.805631,-73.934077,71,"CREDITCARD, KEY",19,False,13,0,6,0,False,False,False,False,2022-02-05 08:19:51+00:00
136,4163,Boone Ave & E 172 St,8110.04,40.832649,-73.885272,71,"CREDITCARD, KEY",19,False,13,0,6,0,False,False,False,False,2022-02-05 16:45:29+00:00
137,4374,48 St & 2 Ave,3283.05,40.650176,-74.015606,71,"CREDITCARD, KEY",19,False,13,0,6,0,False,False,False,False,2022-02-05 09:20:31+00:00
138,3857,Engert Ave & McGuinness Blvd,5473.03,40.72158,-73.94546,71,"CREDITCARD, KEY",19,False,12,0,7,0,False,False,False,False,2022-02-05 23:49:10+00:00
139,3878,Cypress Ave & George St,4765.07,40.69812,-73.90271,71,"CREDITCARD, KEY",19,False,12,0,7,0,False,False,False,False,2022-02-05 21:59:46+00:00
140,3930,E 142 St & 3 Ave,7781.10,40.812735,-73.923697,71,"CREDITCARD, KEY",19,False,12,0,7,0,False,False,False,False,2022-02-05 23:38:07+00:00
141,3957,E 144 St & Brook Ave,7777.02,40.811675,-73.917037,71,"CREDITCARD, KEY",19,False,12,0,7,0,False,False,False,False,2022-02-05 23:24:47+00:00
142,4165,E 165 St & Clay Ave,8052.02,40.82809,-73.91288,71,"CREDITCARD, KEY",19,False,12,0,7,0,False,False,False,False,2022-02-05 16:53:59+00:00
143,4370,29 St & 5 Ave,3523.06,40.656986,-73.998194,71,"CREDITCARD, KEY",19,False,12,0,7,0,False,False,False,False,2022-02-05 14:39:14+00:00
144,4414,24 St & 5 Ave,3555.04,40.659555,-73.995068,71,"CREDITCARD, KEY",19,False,12,0,7,0,False,False,False,False,2022-02-05 21:29:51+00:00
145,4494,Townsend Ave & E 175 St,8323.05,40.84741,-73.911359,71,"CREDITCARD, KEY",19,False,12,0,7,0,False,False,False,False,2022-02-05 11:35:33+00:00
146,4512,Jerome Ave & E 181 St,8478.11,40.855653,-73.905528,71,"CREDITCARD, KEY",19,False,12,0,7,0,False,False,False,False,2022-02-05 06:58:50+00:00
147,3241,Monroe St & Tompkins Ave,4434.06,40.686203,-73.944694,71,"CREDITCARD, KEY",19,False,8,3,8,0,False,False,False,False,2022-02-05 23:57:56+00:00
148,3868,Knickerbocker Ave & Halsey St,4623.02,40.693,-73.90824,71,"CREDITCARD, KEY",19,False,11,0,8,0,False,False,False,False,2022-02-05 23:22:50+00:00
149,3920,E 132 St & Madison Ave,7748.02,40.810224,-73.937195,71,"CREDITCARD, KEY",19,False,11,0,8,0,False,False,False,False,2022-02-05 23:51:10+00:00
150,3933,Gerard Ave & E 146 St,7868.05,40.817755,-73.92965,71,"CREDITCARD, KEY",19,False,10,1,8,0,False,False,False,False,2022-02-05 21:50:03+00:00
151,4116,Gerard Ave & E 164 St,8077.07,40.830262,-73.923391,71,"CREDITCARD, KEY",19,False,11,0,8,0,False,False,False,False,2022-02-05 20:48:18+00:00
152,4330,31 Rd & 21 St,6929.02,40.766824,-73.930486,71,"CREDITCARD, KEY",19,False,11,0,8,0,False,False,False,False,2022-02-05 23:35:54+00:00
153,4382,41 St & 3 Ave,3388.02,40.652512,-74.008906,71,"CREDITCARD, KEY",19,False,11,0,8,0,False,False,False,False,2022-02-05 09:01:28+00:00
154,4630,W 225 St & Exterior St,8711.02,40.873265,-73.906646,71,"CREDITCARD, KEY",19,False,11,0,8,0,False,False,False,False,2022-02-05 18:01:48+00:00
155,3559,21 St & 38 Ave,6656.05,40.7576314,-73.9391224,71,"CREDITCARD, KEY",19,False,7,3,9,0,False,False,False,False,2022-02-05 21:57:32+00:00
156,3592,Crescent St & Broadway,6827.11,40.7633589,-73.9286471,71,"CREDITCARD, KEY",19,False,10,0,9,0,False,False,False,False,2022-02-05 22:43:28+00:00
157,4054,W 163 St & Riverside Dr,8210.01,40.839278,-73.945446,71,"CREDITCARD, KEY",19,False,10,0,9,0,False,False,False,False,2022-02-05 14:54:03+00:00
